"","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1731","YER144C",1612.15366553602,-0.229166152992267,0.0340517602334947,-6.72993558690838,1.69738211486787e-11,2.80023846293958e-10
"1732","YER145C",4335.51229533919,-0.109622571159465,0.0741272849321423,-1.47884238927429,0.139182443668116,0.250702525060425
"1733","YER145C.A",28.9765026545166,0.181957146856435,0.223851372776934,0.812848027685558,0.4163051954007,0.560887582489034
"1734","YER146W",1.07057290666769,-1.13301601724943,1.23731742085383,-0.915703600509866,0.359822376064812,0.506437403326058
"1735","YER147C",798.871847646403,-0.095337926652116,0.0522079850576384,-1.82611772024646,0.0678325315573047,0.145828140209519
"1736","YER148W",4638.17799022126,0.121655689956307,0.0283387730692821,4.29290603580068,1.76349651109464e-05,0.000116493747630704
"1737","YER149C",741.811482821409,0.045001961932854,0.0423120709171382,1.06357266277473,0.287522331926069,0.429183311204441
"1738","YER150W",810.076502210136,-0.692046326731467,0.0771865737909207,-8.96588995653635,3.07785190473904e-19,9.74909590826091e-18
"1739","YER151C",2449.25870007718,-0.0474329768220069,0.0355085017219662,-1.33582028308066,0.181608021688007,0.30516891708051
"1740","YER152C",1601.67063899311,0.055290322932868,0.0472384682743915,1.17045122233232,0.241819432683523,0.378814566283412
"1741","YER153C",295.487380708376,-0.188380981429556,0.0882709564089174,-2.13412190253016,0.0328328034200311,0.082179300539667
"1742","YER154W",1860.28109585622,-0.0490267192068833,0.0458415869328581,-1.06948128298199,0.284852858345623,0.426605876505797
"1743","YER155C",1977.13214542985,-0.00885341725535573,0.0331307426881268,-0.2672266462209,0.789294661187445,0.868690354173465
"1744","YER156C",4250.78396864283,0.0913588256503975,0.03047664397099,2.99766686047715,0.0027205488297667,0.0104263017765106
"1745","YER157W",1072.88095151247,0.0975919927205187,0.0330942361188276,2.9489120815512,0.00318894681525324,0.0118209350934051
"1746","YER158C",394.971431824849,-0.314240916681418,0.0603032919573731,-5.21100766610797,1.87817690167146e-07,1.78384567797431e-06
"1747","YER159C",3005.91645325019,-0.0196223819311028,0.0452396909606768,-0.433742616592119,0.664475355931814,0.773796209527214
"1748","YER159C.A",0,NA,NA,NA,NA,NA
"1749","YER160C",2975.20408878222,-0.110484754088401,0.0673814001627216,-1.63969216759503,0.101069188294267,0.196804048278712
"1750","YER161C",1295.38047743771,0.0272023840696699,0.0318421962101804,0.85428730763781,0.392945818001355,0.538215710730133
"1751","YER162C",627.147913084522,-0.094231043625651,0.0424853628384867,-2.21796490202713,0.0265572256111387,0.0695494106021346
"1752","YER163C",675.372543588777,-0.07200594918688,0.0439222624464521,-1.63939526736962,0.10113096664515,0.196817320595922
"1753","YER164W",1473.01318844481,-0.0729252319297166,0.0371310039328327,-1.96399838963776,0.0495302786602018,0.113476476911048
"1754","YER165W",15134.202495045,-0.00729823130046961,0.0381653613339102,-0.191226574186397,0.848348084580541,0.907971805341735
"1755","YER166W",1410.52396369786,-0.0874271821556225,0.040451906370609,-2.16126234829674,0.0306750796342754,0.078011493168661
"1756","YER167W",1366.50756940962,-0.0504743222224385,0.0519277455975644,-0.972010659072515,0.331045245823234,0.477367030591772
"1757","YER168C",1358.9471065974,0.0451148052043557,0.0314784532678041,1.43319637786965,0.151801724511811,0.266536564518382
"1758","YER169W",2483.52041685961,-0.00251001876246093,0.0265062926988414,-0.0946952027950196,0.924556928471013,0.955787882157941
"1759","YER170W",292.225597077175,-0.0227674928030261,0.0651426097966752,-0.34950231306496,0.726712234601999,0.822093215393511
"1760","YER171W",1272.87406759122,-0.0390094314629425,0.0331417413078157,-1.17704833613383,0.239176214164209,0.3755096200075
"1761","YER172C",1164.01951502721,-0.0849747313921336,0.0395934354626687,-2.14618232540729,0.0318584351390138,0.0805359882704121
"1762","YER173W",766.894912974218,-0.00121898287197976,0.043712579666589,-0.0278863174234367,0.977752821315068,0.985844998095012
"1763","YER174C",1155.56391141359,-0.028274688288718,0.0320737465230943,-0.881552402004523,0.378018904520693,0.524934186790572
"1764","YER175C",515.971494851069,-0.0908698243369253,0.0501597570657579,-1.81160814271484,0.0700467658769566,0.148808270231563
"1765","YER175W.A",117.535049202896,0.0298480258237184,0.103035804289833,0.289685959453063,0.772056498708596,0.856221154711722
"1766","YER176W",2206.09577071082,-0.0119025202490155,0.0323003588769312,-0.368494984664591,0.712504184124884,0.810943946538114
"1767","YER177W",19282.6324938005,-0.0252874084430229,0.0374023459993422,-0.67609150622444,0.49898254906294,0.636155050978814
"1768","YER178W",7537.05438382198,-0.0471848066096304,0.0248215860525819,-1.90095856524536,0.0573074400552914,0.127428091523437
"1769","YER179W",192.35726086348,0.112277452395562,0.0814830360352973,1.37792426324082,0.168226672854284,0.287565022269802
"1770","YER180C",662.979440850678,0.0292199266292868,0.0474773222853876,0.61545018174456,0.53825745986472,0.671100375564456
"1771","YER180C.A",311.079042164801,-0.0288950392770034,0.0621654677775283,-0.464808523285148,0.642068583507025,0.757308597377957
"1772","YER181C",4.93862953228963,-0.859565630611531,0.512747194477232,-1.67639265484016,0.0936613067073831,0.185594112602838
"1773","YER182W",548.163116379764,0.0553708520847878,0.0497610188261879,1.11273549840679,0.265822044837715,0.405008161762748
"1774","YER183C",767.240393064193,0.072821681769552,0.0411877556090567,1.76804199919889,0.0770538826285632,0.160307502939884
"1775","YER184C",594.721751998497,0.0985837655842649,0.0470383336717273,2.0958175574897,0.0360983782443293,0.0883287857002032
"1776","YER185W",167.089170740721,-0.197176844616702,0.0806901544135735,-2.44362953633824,0.0145403487191283,0.0429231636233354
"1777","YER186C",1076.34502735362,0.0381580995023049,0.0348585144485525,1.09465650231946,0.27366715175434,0.414458858800799
"1778","YER187W",147.411704401565,0.0700866411294378,0.0948322447018491,0.739059181292069,0.45987106164037,0.599935475353422
"1779","YER188C.A",13.2521200588933,7.21052451544914,0.860542628170888,8.37904396528892,5.335934137495e-17,1.4445787504714e-15
"1780","YER188W",269.643998668082,0.0689659125847712,0.0788582237120952,0.874555744960222,0.381815676293192,0.528122774960124
"1781","YER189W",29.7150077761628,8.37423308532141,0.843821529000733,9.92417566690709,3.26791763084079e-23,1.32706783278054e-21
"1782","YER190C.B",0,NA,NA,NA,NA,NA
"1783","YER190W",678.666221608462,6.516474428313,0.456400285390107,14.2779806168242,3.00174138842221e-46,2.75594662255866e-44
"1784","YFL001W",1075.8953702429,-0.323666585057813,0.0376677365972563,-8.59267411043193,8.49682746334108e-18,2.4691468798287e-16
"1785","YFL002C",1808.09712888721,-0.327098369626158,0.0296794585236108,-11.0210356218576,3.02557873270306e-28,1.56275066657444e-26
"1786","YFL002W.A",1288.1309661891,-0.0843447745451356,0.0478238381803956,-1.76365548551289,0.0777899999401306,0.161467775105088
"1787","YFL002W.B",0,NA,NA,NA,NA,NA
"1788","YFL003C",134.7197324253,0.28990851710175,0.0889016764692167,3.26100168878293,0.00111019379072448,0.00481717648235587
"1789","YFL004W",3057.60567439978,-0.192621698133868,0.0358100890748337,-5.37897846976417,7.49096656610179e-08,7.56862411423522e-07
"1790","YFL005W",2950.70048001603,-0.0216160672972829,0.0314894153552973,-0.686455021580659,0.492426218253688,0.630843294769891
"1791","YFL007W",1931.9763343385,-0.0878371272484302,0.0425290961887472,-2.06534196867487,0.0388906552051914,0.0933935939063259
"1792","YFL008W",914.219104553587,0.0146067162727673,0.0385238196474669,0.379160644152994,0.704568574810798,0.804078890547002
"1793","YFL009W",1427.6034424978,0.038846368187653,0.0357170164170046,1.08761515055212,0.2767650395076,0.417515877515365
"1794","YFL010C",1153.31168287439,-0.109710380133272,0.0396439315556599,-2.76739404564955,0.00565064099775058,0.0193496274166216
"1795","YFL010W.A",74.1311351735379,0.203705676592028,0.137287582613521,1.48378806527231,0.137865154292009,0.248966862155039
"1796","YFL011W",20.237429146657,-0.934174740266671,0.231487221770527,-4.03553480456349,5.44780626959777e-05,0.000328112573565487
"1797","YFL012W",23.6145937126273,0.319040713564538,0.230630920326699,1.3833388563537,0.166560989038633,0.28525651948087
"1798","YFL013C",1537.32291397976,0.0348868133456833,0.0356034714106982,0.979871118275295,0.32714974113865,0.47349636968548
"1799","YFL014W",406.138412151236,-1.74438838728308,0.0942295678451636,-18.5121127813026,1.64904050521539e-76,2.42945851175337e-74
"1800","YFL015C",10.6301333495508,-0.626418866393533,0.345008389830553,-1.81566270519158,0.0694221283319982,0.148027325137398
"1801","YFL016C",1935.94553518189,-0.134467428451198,0.0436342057337863,-3.08169763124802,0.00205823794788472,0.0081595352940236
"1802","YFL017C",794.396866217831,0.185052987063739,0.0441487686149128,4.1915775426912,2.77021472608835e-05,0.000177265760502724
"1803","YFL017W.A",612.092744157519,0.0920446648931997,0.0504155991606448,1.82571796082216,0.0678927563200874,0.145846256794762
"1804","YFL018C",4925.31133134512,-0.00288438817254477,0.0233691619023904,-0.123427112388217,0.901768888634016,0.940408172982153
"1805","YFL019C",17.659239540929,-0.74656325751446,0.249099603695673,-2.99704715077163,0.00272608545647021,0.0104412039702169
"1806","YFL020C",21.0684427453354,-0.10382012537205,0.306868679349461,-0.338321022504289,0.73512128313574,0.828351712676079
"1807","YFL021W",591.570581528098,0.0379159216716376,0.0882516662249516,0.42963406010931,0.667461856759814,0.776417712554796
"1808","YFL022C",5521.50363519051,0.101099627682505,0.0248398896669804,4.0700513986943,4.70027666474695e-05,0.00028713840570079
"1809","YFL023W",1868.9919285846,-0.0346301107495007,0.0315345335643826,-1.09816467330325,0.272132589019912,0.412825658870005
"1810","YFL024C",1280.62746027025,-0.0452640894512497,0.032097154173092,-1.41022126781557,0.158474357799584,0.275427999083776
"1811","YFL025C",829.301647256271,-0.00528774831952377,0.0514755548298934,-0.102723483738985,0.918182434909357,0.951595660642228
"1812","YFL026W",146.384156368166,-0.115455076306126,0.104912468110367,-1.10048956416379,0.271118874087847,0.411583529198781
"1813","YFL027C",508.005474748246,0.0356324612256336,0.0511690572432164,0.696367358426513,0.486198799503792,0.625140936646341
"1814","YFL028C",991.170243799934,0.107513354331797,0.0349837296672407,3.07323876997809,0.0021174898854228,0.00838393651509589
"1815","YFL029C",739.978138666035,-0.0468101314449539,0.0586774158879109,-0.797753799082996,0.425013376926695,0.569639025789873
"1816","YFL030W",250.953224177968,-0.170536116468953,0.0686243665584951,-2.48506652988322,0.0129527225024112,0.0389812337542873
"1817","YFL031W",5460.70488266959,0.0076351253044486,0.0501315366741486,0.152301840537551,0.878948873317045,0.926787801675014
"1818","YFL033C",825.299832218596,-0.1024582711259,0.0426164401450706,-2.40419591071242,0.0162080845785615,0.0467995514153087
"1819","YFL034C.A",3381.49121204624,0.28220763902717,0.0377897545842442,7.4678346586784,8.152518871267e-14,1.7507188830331e-12
"1820","YFL034C.B",998.440338823654,0.005670002527967,0.0382505681531866,0.148233158400672,0.882158764252923,0.928320672011116
"1821","YFL034W",980.893639065469,-0.0255341836900452,0.0340468514213977,-0.749971954058505,0.453271596296994,0.595865441490238
"1822","YFL036W",1250.51842370172,-0.209710729521565,0.0424931215151551,-4.93516884719265,8.0081449126669e-07,7.00712679858353e-06
"1823","YFL037W",7372.8811385664,-0.05032252635318,0.0287297676666746,-1.75158138892826,0.079845815082249,0.164978225227021
"1824","YFL038C",8302.94535768966,-0.00670428179833757,0.0378923537410519,-0.176929674101355,0.859563629753557,0.91421063422241
"1825","YFL039C",23146.4145309637,-0.00142930511759833,0.0240899145864873,-0.0593320956978433,0.952687597465798,0.972858968184455
"1826","YFL040W",125.434445506493,0.0771728644645487,0.117709556273707,0.655621063468294,0.512067969431358,0.648401076623557
"1827","YFL041W",1214.74898925944,-0.0453386327498344,0.0395379536554838,-1.14671166709575,0.251500806913586,0.389740120302732
"1828","YFL041W.A",75.126907740864,-0.156085565028988,0.122670824660673,-1.27239354150219,0.203233327651295,0.332682979501538
"1829","YFL042C",622.716777916455,-0.284119569387805,0.049963818888857,-5.68650627006355,1.29664627554898e-08,1.46421642702367e-07
"1830","YFL044C",906.043981645134,-0.146005877555062,0.038190424911929,-3.82310167775736,0.000131783404078841,0.000726586479407708
"1831","YFL045C",11277.7024373234,0.191615965615032,0.0222585139743061,8.60865940269964,7.39199182419291e-18,2.15798470996599e-16
"1832","YFL046W",688.568761680126,0.103084672301773,0.0432077286734192,2.38579243729581,0.0170423667091545,0.0486321590551775
"1833","YFL047W",1322.39234129841,0.0105437979902027,0.0312839139786185,0.337035768523371,0.73608993654129,0.82929570478198
"1834","YFL048C",2254.3476992869,0.0538190605738447,0.028272698133982,1.90357002075998,0.0569662063195478,0.126892024273676
"1835","YFL049W",875.387902855881,0.0177874355692632,0.0370358114455443,0.480276653190575,0.631030687679114,0.74902084444758
"1836","YFL050C",614.080194806805,-0.0130806066656,0.0601096005923401,-0.217612603256374,0.827730963837175,0.894977923862178
"1837","YFL051C",34.9985805752758,-0.167401780287093,0.22464485491604,-0.745184127852198,0.456160416693876,0.597763980720883
"1838","YFL052W",64.7641487376012,-0.463912277329258,0.153225006069399,-3.02765383555699,0.00246460233383345,0.00958362790949486
"1839","YFL053W",101.924114647636,-0.178396088150703,0.110792077550517,-1.61018812982689,0.107356791981336,0.205843001574384
"1840","YFL054C",369.128693595891,-0.455464379212783,0.0674945794858544,-6.74816233662497,1.49729372649626e-11,2.48959468696951e-10
"1841","YFL055W",242.626764438942,-0.343352666701772,0.0743398669805931,-4.61868820388671,3.86173622673458e-06,2.96534533289256e-05
"1842","YFL056C",806.996432834168,-1.07250944543945,0.0496776562636077,-21.5893728912717,2.26059270685412e-103,4.33965296906693e-101
"1843","YFL058W",37.0534875429192,-1.20550100923371,0.184929609293614,-6.51870197443464,7.09183984349753e-11,1.08781611158733e-09
"1844","YFL059W",208.272414211369,-0.110873200061318,0.0846736528480315,-1.30941793972569,0.190392817889311,0.316617467806013
"1845","YFL060C",128.283222240075,-0.0318167610096213,0.0907433490992042,-0.350623614021982,0.725870738466585,0.82160025809154
"1846","YFL061W",93.6923310907272,-0.560254661091217,0.152108143546871,-3.68326539281296,0.000230265206821083,0.00120066885818243
"1847","YFL062W",135.56555438043,6.5271380086434,0.348194379563769,18.7456730830085,2.09997929682982e-78,3.32584221135423e-76
"1848","YFL064C",45.1472488992768,8.97875201266427,0.839543161364092,10.694806921035,1.07643611955961e-26,5.16607789197738e-25
"1849","YFL065C",19.0420358948004,7.73119477274388,0.851298011305305,9.08165491998454,1.06936339963715e-19,3.51006069259138e-18
"1850","YFL066C",231.79186992372,7.89178622286055,0.420275426347425,18.7776532438438,1.15054009737747e-78,1.86889013253495e-76
"1851","YFL067W",91.2197641322132,7.8096941206417,0.649679064656791,12.0208492862047,2.76118741033747e-33,1.71491394553803e-31
"1852","YFL068W",150.83334503913,8.05087453910605,0.549776542649983,14.6439033217022,1.47359751384957e-48,1.414430340945e-46
"1853","YFR001W",2334.79172807018,-0.196238137833148,0.0312841802198708,-6.2727594731251,3.54704644514731e-10,4.92774983114215e-09
"1854","YFR002W",2124.36038652091,0.0210416822379133,0.0257088825293125,0.818459620480281,0.413094789982462,0.557919286475396
"1855","YFR003C",733.859881619628,-0.437843295275265,0.0445961952164429,-9.8179518039653,9.42387524995356e-23,3.73126560677849e-21
"1856","YFR004W",4410.23974815697,-0.347981956277778,0.0318952830996806,-10.9101385051278,1.0309914815521e-27,5.22506482850605e-26
"1857","YFR005C",1068.95107208886,-0.069750506243575,0.0381735628093935,-1.82719403456916,0.0676706004902873,0.145615915117517
"1858","YFR006W",2784.79285637235,-0.0318980886565577,0.0242927466628416,-1.31307048557623,0.189159198091652,0.31485116130074
"1859","YFR007W",382.135291617048,0.0196728967913255,0.054650928959119,0.359973694244824,0.718866805658848,0.81701079790987
"1860","YFR008W",208.723493436953,0.0301185593498522,0.0712426656288668,0.422760140766665,0.672470271754191,0.779381480344456
"1861","YFR009W",4106.5838589911,0.02022953187837,0.0228202320636667,0.886473539003949,0.375362406924337,0.521931704974906
"1862","YFR010W",2956.29286673089,-0.118253923487158,0.0223807731082331,-5.28372826601135,1.26580967088607e-07,1.23939787713497e-06
"1863","YFR011C",862.212695610955,-0.00624801621451839,0.0426867697297816,-0.146368916038153,0.883630164414794,0.929178981305964
"1864","YFR012W",45.3007170013215,0.101693630538654,0.180754509497021,0.562606326235693,0.57370298325796,0.70311634725076
"1865","YFR012W.A",15.3473705947976,0.678368819767911,0.302619767945646,2.24165402139147,0.0249837416495602,0.0660292045681952
"1866","YFR013W",1435.1764381093,0.0672394779874706,0.0354437045106655,1.89707816707583,0.0578176222739412,0.128472338514703
"1867","YFR014C",1204.6314783249,-0.100349190803725,0.0348663251470047,-2.87811205742587,0.00400063002781482,0.0143836499581197
"1868","YFR015C",611.428281969482,-0.240637790673893,0.145813784619132,-1.65030892862732,0.0988797670437761,0.193872895147732
"1869","YFR016C",1403.19762795413,-0.0429246386822834,0.0488207009646878,-0.879230282116003,0.379276428450848,0.525643442186856
"1870","YFR017C",111.743332447821,-0.0743599920525971,0.143467363082193,-0.51830597883085,0.604244802106646,0.728566962570537
"1871","YFR018C",1628.73238258697,0.185841560634516,0.0369224571175397,5.03329342472806,4.82124303996499e-07,4.36322495116832e-06
"1872","YFR019W",659.016370542358,-0.266802431888482,0.0517242946433692,-5.15816472178194,2.49382181810634e-07,2.3305276618855e-06
"1873","YFR020W",568.265013196144,0.0402363911839777,0.0446567386812892,0.901014995097177,0.367580346975463,0.514498784376836
"1874","YFR021W",765.632464253579,-0.0494340027403771,0.0429360700046024,-1.15133971821543,0.249592503147326,0.387636309742169
"1875","YFR022W",506.045706206967,-0.305636353683245,0.0584146983866103,-5.23218234664894,1.67520371799244e-07,1.60794175052759e-06
"1876","YFR023W",35.1856407064605,0.352669824445629,0.199857289512041,1.76460826275932,0.0776296258371609,0.161240550714234
"1877","YFR024C.A",3199.91548611218,-0.151890889561469,0.0381765509538197,-3.97864358530461,6.93095494233462e-05,0.000409585816788152
"1878","YFR025C",874.519749061907,-0.0621677239178798,0.0440765956809494,-1.41044749390093,0.15840758992847,0.275427999083776
"1879","YFR026C",81.4149259436569,-0.192893017561467,0.11193039605927,-1.72333007255084,0.0848288524780157,0.171855062503431
"1880","YFR027W",275.040621173667,-0.0555834673361972,0.0619888247376347,-0.896669158859714,0.369895482334929,0.5166340421423
"1881","YFR028C",1867.62924401788,-0.0337992201527999,0.0295485902367901,-1.14385220688862,0.252684934470088,0.39079034021222
"1882","YFR029W",467.39424138121,-0.0479390054999163,0.0514299447352393,-0.932122438526927,0.351273253066165,0.497833570061332
"1883","YFR030W",757.151948022271,-0.110979332002688,0.0442595488579625,-2.50746640818328,0.01216001391463,0.0368758679507809
"1884","YFR031C",975.551633018945,-0.0368031488428875,0.037589646710336,-0.979076742234125,0.327542062384494,0.473858553494033
"1885","YFR031C.A",34073.9049432375,0.102766169056462,0.0317469578873543,3.23703988965182,0.00120776528088256,0.00518373513170124
"1886","YFR032C",42.3710897685582,-0.432615534722249,0.159204817032416,-2.71735204239558,0.00658065707702088,0.0219428666858442
"1887","YFR032C.A",29164.8185808061,-0.00313973078421605,0.070511162092861,-0.0445281383971678,0.964483423018336,0.979298456663304
"1888","YFR032C.B",118.256070711216,0.0536620016393677,0.0984015515301317,0.545336946470155,0.58552179792648,0.713872322914597
"1889","YFR033C",2246.40582741531,0.123874204289542,0.0375152636465661,3.30196811240806,0.000960089841559716,0.00424436088365722
"1890","YFR034C",1251.96448259341,0.0899797720837431,0.0458178119257613,1.96386008632489,0.0495463196741846,0.113476476911048
"1891","YFR035C",15.0727796729138,0.883426656177896,0.330251175490002,2.67501441854714,0.00747260363115003,0.0245661359643671
"1892","YFR035W.A",50.9508107270325,0.0296076881018147,0.196270796598166,0.150851214826584,0.88009308490227,0.927404240887619
"1893","YFR036W",407.628430707496,-0.181650500874876,0.0674204859197092,-2.6942923711823,0.00705382593936424,0.023322540357971
"1894","YFR037C",5500.30080424387,0.00351109314961674,0.0356632957990305,0.0984511686581751,0.921574045276775,0.953791551093224
"1895","YFR038W",1170.94673017194,0.0505259180155312,0.0357596495729763,1.41293101635185,0.157676008303093,0.274670711377707
"1896","YFR039C",1045.89951949946,0.0688933898777816,0.036629576622186,1.88081316331824,0.0599973389054925,0.132402008386933
"1897","YFR040W",1917.98225056022,-0.226216915242775,0.0306776342654773,-7.37400130939514,1.6558156076712e-13,3.45052364295956e-12
"1898","YFR041C",864.89216161983,0.0436886959798947,0.0463154529981172,0.943285515995508,0.345534882343208,0.492271025231306
"1899","YFR042W",384.533621215267,-0.0376304739402074,0.0553281373579837,-0.680132672761618,0.496420458185952,0.634164872475904
"1900","YFR043C",332.887645897414,-0.0433893510848289,0.0668052142397035,-0.649490486313595,0.516021393777903,0.651713622325162
"1901","YFR044C",3833.7807464962,-0.0462225915265639,0.0330116479965775,-1.4001903670897,0.161456319699944,0.278547327151183
"1902","YFR045W",458.840697501378,0.023316802614207,0.0558003015988533,0.41786158759196,0.676048318693734,0.782383284421777
"1903","YFR046C",467.528244100517,-0.0553753836787732,0.0484784821522459,-1.14226727447587,0.25334293973828,0.391350286086809
"1904","YFR047C",1476.72921590387,0.0031650058772534,0.0334949246141616,0.0944921033175053,0.924718255019459,0.955798685845697
"1905","YFR048W",743.346571739996,-0.0393594743007655,0.0515527598140761,-0.763479480879677,0.44517749497075,0.588522418747851
"1906","YFR049W",542.853158039382,-0.0529248145563932,0.0500454966929306,-1.05753400512996,0.290267943629341,0.432263145954837
"1907","YFR050C",5351.38674667553,-0.175239576622459,0.0212483448032929,-8.24721070016245,1.62134401613076e-16,4.22683717785528e-15
"1908","YFR051C",4450.85827856073,-0.0471092442577657,0.0243676035074902,-1.9332735877488,0.0532025037220025,0.120241834134458
"1909","YFR052W",3399.54340071774,-0.143605216673109,0.0204117704939529,-7.03541207832279,1.98672962335495e-12,3.701744754104e-11
"1910","YFR053C",1224.04438933711,-1.09472187325425,0.157069856140316,-6.96964968425448,3.17731157533926e-12,5.7674122721416e-11
"1911","YFR054C",35.8669881930026,0.193911311696045,0.184040131986532,1.05363601733472,0.292049592614773,0.434099992776768
"1912","YFR055W",7143.82086486916,0.160566193969272,0.0343870431044713,4.66938065833273,3.02109137888439e-06,2.37157545046253e-05
"1913","YFR057W",126.502518739615,-2.6011837535395,0.124242299507241,-20.9363780600979,2.49738153901456e-97,4.65320942636977e-95
"1914","YGL001C",1782.15806263882,0.156410408844844,0.0416294731359048,3.75720366035434,0.00017182265499929,0.000920893840457276
"1915","YGL002W",992.792595042194,-0.211626842676842,0.0587222724244328,-3.60385989743798,0.000313526102842152,0.00158010171957441
"1916","YGL003C",889.998609690542,-0.125686485360367,0.0383094070083349,-3.28082565551124,0.00103503701655272,0.00452828694741815
"1917","YGL004C",725.773556098545,-0.190741629996042,0.0394411935510084,-4.83610187276305,1.32410080189756e-06,1.09792913351061e-05
"1918","YGL005C",911.398680617088,-0.208053122938196,0.0460138164199324,-4.52153590216157,6.13925446007314e-06,4.51185348080781e-05
"1919","YGL006W",2322.09201939935,-0.120651439112942,0.0315209609338001,-3.8276573917379,0.00012936865908543,0.000715140013356195
"1920","YGL006W.A",26.5145975538238,-0.161133458858587,0.206957068412237,-0.778583984083242,0.436224816562171,0.580441968687535
"1921","YGL007C.A",19.2696728459073,-0.556905544637221,0.234413929578053,-2.37573571519258,0.0175140020391937,0.0497762238305482
"1922","YGL007W",33.3188773604765,0.593865017578185,0.186516001186036,3.18398965129994,0.00145260205468659,0.0060620777446901
"1923","YGL008C",65900.3879413831,0.0303929832011517,0.0288555199672994,1.053281425377,0.292212029369224,0.434180841823697
"1924","YGL009C",14081.6940668076,0.53430934673857,0.237621335118625,2.24857480272903,0.0245395610205654,0.0650452381026285
"1925","YGL010W",502.324812528972,-0.594953331438735,0.0553266853943056,-10.7534605985988,5.70790924370209e-27,2.78150808145021e-25
"1926","YGL011C",5394.03397106911,-0.126984739955886,0.0213473867076244,-5.94849110549593,2.70625590847612e-09,3.32895751071772e-08
"1927","YGL012W",5552.5365314414,-0.142252252961635,0.0245304955110455,-5.79899631043253,6.67130000874218e-09,7.78318334353254e-08
"1928","YGL013C",1306.39931064625,-0.0712291493671221,0.0298391174085547,-2.3871064412482,0.0169815738259859,0.048524253580343
"1929","YGL014W",2442.10904349032,0.0134380708740181,0.0338286971028927,0.397238795013156,0.691191376416233,0.793673621460365
"1930","YGL015C",17.8631143428634,-0.806706924612574,0.278608804818208,-2.89548252123241,0.0037857611203748,0.0136966286108363
"1931","YGL016W",957.713566895382,-0.00439153403952241,0.0386316694017893,-0.113677045479143,0.909493809599957,0.944943286831189
"1932","YGL017W",835.069164466303,-0.0383123903426718,0.044832363355108,-0.854569946250819,0.392789271421124,0.538199877199105
"1933","YGL018C",380.99628427651,-0.0996927032378401,0.0562963977923659,-1.77085403591061,0.0765849774761811,0.159699088976829
"1934","YGL019W",2317.98927706393,0.0501303570551523,0.0299175630506654,1.67561632510832,0.0938133690384612,0.185837302332286
"1935","YGL020C",1735.93248012611,0.0750425862816009,0.0340904391015304,2.20127954521513,0.0277162400174478,0.0719010567201196
"1936","YGL021W",1150.76229874369,0.0472260107137256,0.0697152167435663,0.677413238022872,0.498143801447302,0.635597378080294
"1937","YGL022W",5988.59339779886,-0.0196835258523457,0.0267361607709291,-0.736213625471167,0.461600701438872,0.601574488206456
"1938","YGL023C",1757.89585069578,-0.144627397082838,0.0286408860085106,-5.049683066364,4.42543663096531e-07,4.02803750821339e-06
"1939","YGL025C",802.513057714102,-0.118755335338976,0.0458363558276842,-2.59085464353714,0.00957379198394025,0.0301441213808457
"1940","YGL026C",4752.20932513996,-0.056736741323098,0.0306083823887053,-1.85363409939737,0.0637915256809493,0.138681988740156
"1941","YGL027C",1762.57185633945,0.0381354745514901,0.0328121164617183,1.16223757147707,0.245138977077551,0.382501334922731
"1942","YGL028C",3329.24005428489,-0.0527292560640262,0.0343066116282949,-1.53699982485408,0.124293352262403,0.230435582845281
"1943","YGL029W",2675.95092970679,0.0475188134980813,0.0453547693652638,1.04771370603584,0.294770530853505,0.436529095737893
"1944","YGL030W",67766.9704930269,0.152743499742601,0.0389587700356708,3.92064481508909,8.8312346636761e-05,0.000511856098759269
"1945","YGL031C",26180.2003807348,0.209208978767418,0.0317677595518353,6.58557549285315,4.53126779886302e-11,7.17639537644931e-10
"1946","YGL032C",13.3652393959452,-0.104472255157387,0.385775231468552,-0.270811204648072,0.786536241734467,0.866256448433214
"1947","YGL033W",12.7819883545271,-0.114747928566714,0.302570113494876,-0.379244094009493,0.704506610576078,0.804078890547002
"1948","YGL034C",25.1711213217271,-0.233992458416916,0.22101351881531,-1.05872464123994,0.28972520231172,0.431762753638335
"1949","YGL035C",1492.35909212504,-0.111499888713099,0.0364042159885658,-3.06282900717104,0.00219255305630254,0.00864332520950628
"1950","YGL036W",1257.87670620019,-0.132053338660087,0.0410695298609989,-3.21536036830775,0.00130280858540476,0.00554656746541611
"1951","YGL037C",3428.44431303753,-0.167036515002693,0.0447790071152296,-3.73024159675668,0.000191296248746529,0.00101922770042831
"1952","YGL038C",1875.65009061059,0.076869559185683,0.029816431635996,2.57809385523122,0.00993470101794715,0.0311411830522985
"1953","YGL039W",1325.20355304218,-0.18412245014787,0.0504400171883095,-3.65032488907526,0.000261908816448038,0.00134456430486087
"1954","YGL040C",2616.98254887711,-0.026256688667781,0.0262179078908816,-1.00147917130004,0.3165952049797,0.461595080217814
"1955","YGL041C.B",14.6402667871137,0.296405038678497,0.266269935036788,1.11317501406062,0.265633271451309,0.404905383696834
"1956","YGL041W.A",461.823850618387,0.128032781320097,0.0761755553436774,1.68075940821775,0.0928096560446635,0.184483580496688
"1957","YGL043W",1436.21902733391,0.0798210344551145,0.0305608036679237,2.61187615752703,0.0090046866576319,0.0286512757288288
