"","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"2958","YIR033W",2028.69224487979,-0.0531600864799671,0.0377245469193288,-1.40916434579443,0.158786577777853,0.275802280379399
"2959","YIR034C",867.989444434593,-0.200626059524504,0.044650048526474,-4.49329992117586,7.01279082915717e-06,5.08306978291884e-05
"2960","YIR035C",1145.76037673295,-0.0702103192273961,0.0499581420103844,-1.40538291461684,0.159907444508566,0.277158320372576
"2961","YIR036C",938.48805177815,-0.114587148379571,0.0424421639659435,-2.69984227174462,0.00693723565788859,0.022985035508747
"2962","YIR037W",2249.65327830425,-0.056654682733148,0.0262854465495508,-2.15536314463397,0.0311334280576338,0.0790502071122686
"2963","YIR038C",808.824600783967,-0.427209779237085,0.0595265176406531,-7.17679777298656,7.13631229346772e-13,1.39964515105628e-11
"2964","YIR039C",227.0931974826,-0.465026182587015,0.108675562297863,-4.27903175980311,1.87708080097154e-05,0.000122717305202835
"2965","YIR041W",14.1685922135856,-0.257551441197567,0.312667948827458,-0.823721913817567,0.41009758502094,0.555358743289366
"2966","YIR042C",319.408943667965,2.41726171581384,0.0752728788545701,32.1133156137694,2.87393366176222e-226,2.27579621840795e-223
"2967","YIR043C",112.817902548201,5.56007866994199,0.299016191827542,18.5945738789583,3.55526837078359e-77,5.36252979259859e-75
"2968","YJL001W",4046.35050219661,-0.420158341826269,0.0231775574077369,-18.1278093474171,1.92267441049608e-73,2.76821417965742e-71
"2969","YJL002C",5043.89238675656,-0.0803035984583175,0.0192121510936724,-4.17983379720379,2.917222264135e-05,0.000185362116783302
"2970","YJL003W",415.801244129771,-0.335463022301685,0.0634642356118258,-5.28585933585523,1.25116010412244e-07,1.22695034978571e-06
"2971","YJL004C",1075.31504411514,-0.245527632973297,0.0498202318963779,-4.92827158018805,8.29602488762997e-07,7.23902447150632e-06
"2972","YJL005W",824.054359611588,-0.225009821391253,0.0471162687048755,-4.77562904653291,1.79146364009948e-06,1.46437705290712e-05
"2973","YJL006C",465.966957223274,0.00828180093686868,0.0499162611746861,0.165913887418087,0.868224718390341,0.920382127008502
"2974","YJL007C",4.70736809542614,-0.238380534093963,0.505280315519682,-0.47177878649159,0.63708469415723,0.754043872087233
"2975","YJL008C",5647.32021446951,-0.097621361098039,0.0214176915356028,-4.55797773236964,5.16485117213849e-06,3.8675333540777e-05
"2976","YJL010C",1847.65041513519,-0.0266068422457207,0.0341150056146948,-0.779916103377686,0.435440259183078,0.579763354755108
"2977","YJL011C",679.123166861234,-0.0389684082750041,0.0402975379217571,-0.967017100416069,0.333535485139117,0.479670215290875
"2978","YJL012C",7213.35606644036,-0.348855607329545,0.0452838638664211,-7.70375090691473,1.32129290121222e-14,2.98942518899266e-13
"2979","YJL013C",514.426992843127,0.00205842067287266,0.0530486620891482,0.0388024992866641,0.969047852194201,0.981128039579713
"2980","YJL014W",6030.75526651616,-0.0212009969860812,0.0174421362438822,-1.21550460847463,0.224173692177726,0.357717969759672
"2981","YJL016W",840.720059699555,-0.0571574358843928,0.0488304643064829,-1.17052820808022,0.241788469283167,0.378814566283412
"2982","YJL019W",727.412099894322,-0.00868198260983929,0.0432074146717713,-0.200937331608306,0.840747576583593,0.903807211548797
"2983","YJL020C",2296.27217134755,-0.192026010857327,0.0439953862342002,-4.36468519301358,1.27305959458003e-05,8.75660426890821e-05
"2984","YJL023C",487.528746753339,-0.16834149943743,0.0487610312932049,-3.45237774864062,0.000555669211025,0.00264674018935592
"2985","YJL024C",999.661283033907,0.00143366076823674,0.0340072502858963,0.0421575033613146,0.966373139825649,0.979921760163954
"2986","YJL025W",626.929061859399,-0.0527728917166926,0.0566544080736156,-0.931487831416765,0.351601276261581,0.498187001815503
"2987","YJL026W",6561.74714403597,-0.517635948373315,0.0250573121271406,-20.6580795955622,8.25839286316097e-95,1.49476910823214e-92
"2988","YJL027C",18.5421227073121,-0.236166942349055,0.238716675085478,-0.989319000293923,0.322507090740642,0.468057598834097
"2989","YJL028W",4.25510251027253,0.0294042022842172,0.491713636108365,0.0597994444834493,0.952315368024822,0.972858968184455
"2990","YJL029C",997.793539546686,-0.0343256100564551,0.0418855958533876,-0.819508696416906,0.412496242353925,0.557437342964264
"2991","YJL030W",660.910698881156,-0.0209748607489476,0.0413048239939246,-0.507806563999224,0.611589006025447,0.732958069082711
"2992","YJL031C",903.641034061333,-0.141502641478255,0.0415813945730904,-3.40302779478756,0.000666435005486609,0.00312148461859371
"2993","YJL033W",3825.60444523885,0.0408839807592033,0.0329862552728314,1.23942473678959,0.215188245272514,0.347139682658868
"2994","YJL034W",9792.08038088263,-0.152973941433777,0.0254680132593938,-6.00651255658322,1.89556302037696e-09,2.39688457766228e-08
"2995","YJL035C",716.085176846534,-0.360584175875266,0.0439688284468001,-8.20090479125578,2.38584437218105e-16,6.16911187663956e-15
"2996","YJL036W",947.611164170779,-0.154948165657755,0.0404847798374646,-3.82731896480183,0.000129546597826005,0.000715499300111368
"2997","YJL037W",55.6878071266201,-0.727385388744108,0.169501109175516,-4.29133114398036,1.77605229592955e-05,0.000117200950986601
"2998","YJL038C",98.8906529939927,-0.0608259313846103,0.114025852235258,-0.533439831338546,0.593729151202434,0.720826786674476
"2999","YJL039C",1444.51206614369,0.00672962229562009,0.0429789097600447,0.156579641810186,0.875576148097553,0.924308431627729
"3000","YJL041W",3183.88490552189,-0.0686892584906942,0.0314025692114695,-2.18737702727858,0.0287150117995751,0.0740071601913377
"3001","YJL042W",1521.57954873649,-0.0421632515199002,0.037971067050278,-1.11040470535293,0.266824671512514,0.406232707049213
"3002","YJL043W",37.4238528335225,0.399680765788668,0.162643574465129,2.45740274156579,0.0139945698635145,0.0415657254872573
"3003","YJL044C",1895.60957891601,0.0273545860679022,0.0277595542805781,0.985411573666395,0.324421946947877,0.470408110303227
"3004","YJL045W",132.221580235978,-0.688643508821825,0.0912443876020638,-7.54724237752733,4.44570769602769e-14,9.67819871283005e-13
"3005","YJL046W",498.080015676775,-0.083469359968925,0.053008603247495,-1.57463798054082,0.115340030815808,0.21761711587565
"3006","YJL047C",466.618753990208,0.0185386397002023,0.0540755870814801,0.342828265040722,0.731727660718266,0.825555606527197
"3007","YJL047C.A",45.1071060849614,-1.03082514227154,0.179334473359122,-5.74805904834192,9.02737155636993e-09,1.03790197476594e-07
"3008","YJL048C",718.992823402602,0.0548544637645121,0.063336993259958,0.866073063168146,0.386450095976697,0.532440486736053
"3009","YJL049W",531.836047655668,0.0606524824311891,0.0464590631104065,1.30550377839202,0.191721361402121,0.318196181420602
"3010","YJL050W",3655.59622258997,0.0405814580033547,0.0315223399154689,1.28738723432902,0.197959351550043,0.326278198441015
"3011","YJL051W",720.503226266275,-0.169867920073507,0.0492557804664453,-3.44869005150018,0.000563312898880976,0.00267911953033858
"3012","YJL052C.A",6.04023926792069,-0.225695348690821,0.440894589108319,-0.511903194700746,0.608718762188953,0.730520157079969
"3013","YJL052W",4092.47937595777,-0.16622487342515,0.0632582794280182,-2.62771727160708,0.00859599272887749,0.0275724627531336
"3014","YJL053W",1036.16801259711,0.0444292092679028,0.0398906906339018,1.11377387961651,0.265376205388811,0.404610893174036
"3015","YJL054W",1834.60774435495,-0.0561240632316944,0.0293467236489276,-1.91244732812773,0.0558188424158812,0.124775005894357
"3016","YJL055W",3237.68404051869,-0.0383884699322221,0.0469071809142246,-0.818392177573407,0.413133286954394,0.557919286475396
"3017","YJL056C",719.260140004006,-0.0867799410642411,0.045128739676007,-1.92294182570266,0.0544873562071533,0.122359943839885
"3018","YJL057C",621.562897571118,-0.0207351843979587,0.0484561249635548,-0.427916685734861,0.668711778554191,0.777241909182417
"3019","YJL058C",406.091166407912,0.185840831053801,0.0521738420429464,3.56195410912671,0.000368104737541966,0.0018275419375614
"3020","YJL059W",409.027322212312,-0.0492774757050715,0.0542546582295684,-0.908262577133249,0.36373950931278,0.510702524711095
"3021","YJL060W",1095.45216821008,-0.0537990825983496,0.0373804085030917,-1.43923206708401,0.150084782746301,0.264401306645667
"3022","YJL061W",1360.56568227324,0.0926980624063758,0.0311763176845769,2.97334865984619,0.0029456963143061,0.0110879299769038
"3023","YJL062W",1459.48989758191,-0.0059010944480081,0.0313421903619417,-0.188279580331236,0.850657491627583,0.909368074495569
"3024","YJL062W.A",1073.61631215875,-0.0159862953591942,0.0491258128314808,-0.325415386286491,0.744866712104864,0.835025769100038
"3025","YJL063C",1158.73821667971,-0.0818332006684492,0.0367402570028897,-2.22734426332437,0.0259242744017187,0.0680888384473
"3026","YJL065C",680.968711658669,-0.078162001235573,0.0409829655413689,-1.9071826599926,0.056496938123241,0.125979620911908
"3027","YJL066C",610.409170130393,-0.337492249858187,0.0452342452471881,-7.46098996487992,8.58747923252802e-14,1.83789462628598e-12
"3028","YJL068C",1129.95109296129,-0.321881586516702,0.0320363924689158,-10.0473730564082,9.43489627783727e-24,4.01141395436907e-22
"3029","YJL069C",3366.40248861628,0.00623198985258318,0.0263896759732232,0.236152571896168,0.813314280847481,0.884674788662224
"3030","YJL070C",630.083020478015,-0.160195832173678,0.0625450516254204,-2.56128707244634,0.0104285144977988,0.0322768328970693
"3031","YJL071W",554.276816287638,0.00881185650502634,0.04456502337612,0.197730323860845,0.84325606308782,0.90542833214599
"3032","YJL072C",509.433778799693,0.0357798020348057,0.0467360303801628,0.765572123771825,0.443930936502093,0.587487462448455
"3033","YJL073W",865.406636195919,0.0191741457807839,0.0380854813412016,0.503450267806934,0.614647737289692,0.735649615667901
"3034","YJL074C",495.114027465396,-0.0168568821259615,0.0513803002900178,-0.328080646294637,0.742850686871283,0.833709096301409
"3035","YJL075C",9.9675929462004,0.173871060402372,0.333999252763454,0.520573201777523,0.60266412159477,0.727214706724356
"3036","YJL076W",2415.33472604945,-0.0253749831965869,0.0294122144695461,-0.862736235752005,0.388282504640671,0.534334422543748
"3037","YJL077C",83.6364679755865,-0.18823229471319,0.116604414575972,-1.61428103213494,0.106466482441567,0.204755666747822
"3038","YJL077W.A",0,NA,NA,NA,NA,NA
"3039","YJL077W.B",88.5258577960151,-0.116338032162862,0.109736507949375,-1.06015795779225,0.289072744141936,0.431192802952476
"3040","YJL078C",2347.0036414807,-0.178982157017264,0.0326055614206296,-5.48931376179347,4.03498307928468e-08,4.17673493582818e-07
"3041","YJL079C",2179.49946593433,0.00256212536921748,0.0448264772582425,0.0571565183330655,0.954420514846664,0.973788687639494
"3042","YJL080C",5640.27052303094,-0.0711073239837463,0.0494317628605943,-1.43849460081528,0.150293768309625,0.264548769725333
"3043","YJL081C",1746.82700962903,0.0747566300618335,0.0363057569576255,2.05908473824375,0.0394861215904068,0.0946083889089362
"3044","YJL082W",1616.08292295937,-0.285112340766513,0.0391396966232695,-7.28448008963377,3.22913159885619e-13,6.51482441998535e-12
"3045","YJL083W",525.418248117868,-0.290857218264801,0.0612204067239679,-4.75098474232988,2.02428407990777e-06,1.63569383242548e-05
"3046","YJL084C",841.394052811842,-0.171618308440584,0.0454190878019681,-3.7785503132264,0.000157743984349914,0.000852651997318006
"3047","YJL085W",646.87598816429,0.00309406160230837,0.0445609874876409,0.0694343141108915,0.944643916107723,0.96849315561457
"3048","YJL087C",747.23338038872,-0.00353727362217382,0.0437427754172763,-0.0808653220658872,0.935549058597742,0.963221726997675
"3049","YJL088W",347.163580501494,0.293982586054039,0.105555955283811,2.78508763682352,0.00535132576525173,0.0184242656102553
"3050","YJL089W",52.5675945145242,-0.718662485695404,0.159087713561501,-4.5173977902296,6.26042299258676e-06,4.59025227523578e-05
"3051","YJL090C",789.593448729782,0.144900228102812,0.0429933371975459,3.37029497005603,0.000750877602395574,0.00344696348635939
"3052","YJL091C",898.931793278395,0.021394565549837,0.0456155834881669,0.469018785112919,0.639056208739006,0.755586880420022
"3053","YJL092W",907.2629009924,-0.0798849746655407,0.0437942445826211,-1.82409755955105,0.0681373244283378,0.146173366154257
"3054","YJL093C",1475.60560056542,0.0140914050721876,0.0365062840749323,0.385999436241273,0.699497086327051,0.800743411977208
"3055","YJL094C",1797.12277339239,-0.14305906990949,0.032498137132897,-4.40206985786505,1.07223019135361e-05,7.43984475599685e-05
"3056","YJL095W",602.733405984982,-0.156017321118635,0.0540674912200269,-2.88560311562681,0.0039066446230612,0.0140857106927107
"3057","YJL096W",904.712130097028,-0.0121874822789146,0.0501793704864648,-0.242878341453128,0.808099644286891,0.880974595918911
"3058","YJL097W",1675.48386980063,0.066371816004255,0.0340567126750806,1.9488614957491,0.0513119674078716,0.11675584540269
"3059","YJL098W",1589.14996251399,0.0798338855565904,0.0440308392046604,1.81313567941581,0.0698108973371628,0.148406723030512
"3060","YJL099W",771.447559367845,-0.144283282626788,0.03946744875104,-3.6557539742922,0.000256427193619124,0.00131963141476617
"3061","YJL100W",655.876691900374,-0.18212995393054,0.0438703510109403,-4.15154995876647,3.30231156735669e-05,0.000207335419020859
"3062","YJL101C",2470.36013415986,-0.0939584456325243,0.0391985663704428,-2.39698678631708,0.0165305198249436,0.0475355620022777
"3063","YJL102W",471.838198678448,-0.386578550069597,0.051091606192108,-7.56638083790193,3.83765888763322e-14,8.44151703234599e-13
"3064","YJL103C",277.724271478977,-0.130038972860338,0.0927916982190618,-1.40140740342249,0.161092279647707,0.278298225134504
"3065","YJL104W",1576.28581005401,0.00318192486566851,0.039348338722788,0.080865545254284,0.935548881100462,0.963221726997675
"3066","YJL105W",295.211871683319,0.00519786786798143,0.0878714340889923,0.0591531015951926,0.95283016369563,0.972858968184455
"3067","YJL106W",400.195685129484,-0.0549818962268931,0.0537247902666384,-1.02339899242074,0.306119235612849,0.449913808832177
"3068","YJL107C",590.052259790875,-0.432945917852271,0.0638591106942809,-6.7797047773646,1.20421700399815e-11,2.02891348944901e-10
"3069","YJL108C",719.33443313022,-0.436536012590193,0.0880082338053774,-4.96017240336347,7.04306435693527e-07,6.2489933755161e-06
"3070","YJL109C",2800.6475459961,-0.0797850199062444,0.0524451208867665,-1.5213049099173,0.128183338704593,0.235781228595181
"3071","YJL110C",842.233762977689,0.0915467350076089,0.0514335441061496,1.77990330237934,0.0750917871614946,0.157429130721825
"3072","YJL111W",7652.17419521716,-0.0110279120971437,0.0172104493068756,-0.640768401830044,0.521673165372864,0.657279137358213
"3073","YJL112W",924.002046918968,0.00356673293470839,0.0484444219762227,0.0736252552762214,0.941308574868548,0.966951487237272
"3074","YJL113W",178.544637008858,-0.052004388392333,0.0980747884810931,-0.530252363504801,0.595936969930296,0.722953026524018
"3075","YJL114W",14.5179783407594,-0.14236104895278,0.271278097593064,-0.524779000648743,0.599736831200831,0.725955421049432
"3076","YJL115W",1468.31709012969,-0.23144955392909,0.036554601193639,-6.33161206445785,2.42612859898915e-10,3.47726802592676e-09
"3077","YJL116C",997.238678330364,-1.55702450855252,0.0644362390129437,-24.1638018047539,5.34662602325718e-129,1.69354379286671e-126
"3078","YJL117W",4320.12687774885,-0.215158400459675,0.0345695809732958,-6.22392272055248,4.84875979555813e-10,6.60578350642166e-09
"3079","YJL118W",561.223164307185,-0.276043297289953,0.0707102569811116,-3.90386499887409,9.4668601014224e-05,0.000543229698754628
"3080","YJL121C",3241.38298647829,-0.0341422091819963,0.0260611512981753,-1.31008061736654,0.19016856469771,0.316364983550418
"3081","YJL122W",3215.67673866757,0.0368391708475356,0.025299446833182,1.45612554655616,0.14535791661818,0.259027398530568
"3082","YJL123C",3266.88718663069,0.00296380761159487,0.0223383869908371,0.13267778075519,0.894448215876795,0.936738212527607
"3083","YJL124C",2528.94397832259,0.00660115960356357,0.0267277596045293,0.246977662970484,0.804925511038364,0.878659621234371
"3084","YJL125C",1674.07693125374,0.0247630937524251,0.0307386005282595,0.805602510422009,0.420472077647302,0.565179421153332
"3085","YJL126W",520.132814255381,-0.100737190667458,0.0455317068761086,-2.21246242627283,0.026934729622444,0.0703055262291647
"3086","YJL127C",637.510348434978,-0.209471857879842,0.0429440343998597,-4.87778712007846,1.0728261791686e-06,9.11039389414626e-06
"3087","YJL127C.B",603.348998761696,-0.189966882831768,0.0508600238662484,-3.73509228645553,0.000187646361565912,0.00100146562807081
"3088","YJL128C",1361.09469661627,-0.0888547392708765,0.0618494592188132,-1.43662920247246,0.150823381329874,0.265259889151791
"3089","YJL129C",1950.48415510209,0.0440266287832844,0.0267326277741387,1.64692484237842,0.0995734949774112,0.194570663381215
"3090","YJL130C",3303.65257725078,-0.0784341482378319,0.0479341072246635,-1.63629099985564,0.101778698831971,0.197599772326245
"3091","YJL131C",416.573307596587,-0.0132687609448818,0.0546831995923469,-0.242647852426302,0.808278207904697,0.881012120969762
"3092","YJL132W",359.813701199044,0.0363235096393679,0.0544291747291109,0.667353672366828,0.504546250426324,0.641440998685684
"3093","YJL133C.A",258.301008659234,-0.667435667260839,0.0830959348729476,-8.03210973294106,9.58106156597533e-16,2.38023627531191e-14
"3094","YJL133W",1193.51811194546,-0.0699610607622854,0.0330119906143061,-2.11926210629561,0.0340683221976055,0.0843717048951646
"3095","YJL134W",1197.8298819639,0.0703412808611881,0.0410435933041673,1.71381877653598,0.0865620138626729,0.174546147649211
"3096","YJL136C",27613.1622433914,0.130314122432606,0.0449482819642908,2.89920140965864,0.00374114488705347,0.0135895371900709
"3097","YJL136W.A",4.23983294438238,0.709606209908843,0.513708994190855,1.38133888628239,0.167174787058813,0.286153006219287
"3098","YJL137C",307.353110141205,-0.205138049925974,0.0581343678615584,-3.52868806304888,0.000417625089315324,0.00205089530295549
"3099","YJL138C",20630.3643931429,0.129809684392873,0.0217971710270854,5.95534550018302,2.59522971623478e-09,3.21108989303658e-08
"3100","YJL139C",839.786724781399,-0.0978043027989305,0.0441189528358477,-2.21683191717692,0.0266345795805266,0.0697219635797864
"3101","YJL140W",2621.27287158995,-0.0493886736615692,0.0325741146927038,-1.51619388976461,0.129470332647876,0.237462234315082
"3102","YJL141C",746.918973947711,-0.201349996968029,0.0444489013393883,-4.52992067071865,5.90058375324918e-06,4.3566664425214e-05
"3103","YJL142C",138.318473708633,0.0218110938246126,0.111202200255728,0.196139049177572,0.84450133298737,0.906151074606197
"3104","YJL143W",3658.24685839211,-0.0897525953378831,0.0455715480596209,-1.96948752367289,0.0488971338865226,0.112314482658129
"3105","YJL144W",306.528359626313,-0.680802208576567,0.0773201047741,-8.80498300623898,1.30872408772446e-18,3.98594571910311e-17
"3106","YJL145W",1929.01672861533,0.184971225072651,0.0392011736019126,4.71851243411821,2.37575450002926e-06,1.89075436654338e-05
"3107","YJL146W",818.191122897872,-0.0286360891280111,0.0450482968047936,-0.635675289836128,0.524988085344184,0.660011811997501
"3108","YJL147C",357.879968288067,0.0358278637995076,0.0590320934638752,0.606921789440391,0.543902817007072,0.675480169719624
"3109","YJL148W",4428.96746686148,0.0346054023950359,0.0348840813761821,0.992011285086142,0.321192020436381,0.467007447662262
"3110","YJL149W",584.474193549982,-0.182761097656701,0.0491114465770757,-3.72135439687924,0.00019815711004178,0.00104872622565971
"3111","YJL151C",3841.87899546892,-0.0496649053616832,0.0292453475087763,-1.69821559982418,0.0894670773164034,0.179141584929038
"3112","YJL153C",212.779118293757,-0.497692568890378,0.0747701152559743,-6.65630335310486,2.80800396674288e-11,4.52638807361733e-10
"3113","YJL154C",2346.19492255402,-0.0411392316871443,0.0295716243297383,-1.39117253852617,0.164173112507566,0.282235187987905
"3114","YJL155C",856.648922839548,-0.15877468220988,0.0440481140858138,-3.60457389618446,0.000312665480597323,0.00157701896463698
"3115","YJL156C",1016.64307967201,0.0228924345124588,0.0347214576415202,0.659316632061088,0.5096924642908,0.646038767763549
"3116","YJL157C",2797.51632995721,0.0289329806783033,0.0453185881502798,0.638435173275024,0.523190440800142,0.658274367918352
"3117","YJL158C",11593.5200347141,0.0778922252704999,0.0543961016651101,1.43194499028706,0.152159565104089,0.266723690025524
"3118","YJL159W",33726.2517074837,-0.333452909572273,0.0560102114760645,-5.9534306474592,2.62579154469833e-09,3.24257104009043e-08
"3119","YJL160C",152.935123143326,0.0127817878797098,0.0864009804138941,0.147935681036027,0.882393528611809,0.928320672011116
"3120","YJL161W",115.953877476726,-0.543744842336613,0.0946982205435949,-5.74186969106032,9.36368682300006e-09,1.07461876854539e-07
"3121","YJL162C",502.575723546171,-0.0345415547097453,0.0576896691413794,-0.598747665289859,0.549341166399494,0.680499860997418
"3122","YJL163C",332.078421543081,-0.28164217106795,0.0607821944920603,-4.63362952623799,3.59309769458778e-06,2.78261841609312e-05
"3123","YJL164C",438.015350693497,-0.191679357034596,0.0756957007775846,-2.53223571570867,0.0113337772327341,0.0347528938864331
"3124","YJL165C",1846.75195916396,-0.0975613077676878,0.0288254064783392,-3.38455965368606,0.0007129252555884,0.0033111301276778
"3125","YJL166W",2572.89927349535,-0.00450620360849611,0.0458580221032785,-0.0982642382252668,0.921722474473989,0.953791551093224
"3126","YJL167W",5599.48563307918,0.0658615297741575,0.0256433815932116,2.56836367445363,0.0102179894121242,0.0317932037946007
"3127","YJL168C",1533.87459394869,0.0359085227383381,0.0283199559697688,1.2679582827272,0.20481284873363,0.334835973349045
"3128","YJL170C",51.9662299344066,-0.131659647894024,0.139108886654173,-0.946450302785703,0.343918958862438,0.490704190178727
"3129","YJL171C",1607.21810168776,-0.164548961521375,0.0468145349728173,-3.51491180286038,0.000439900057540685,0.00214366681886172
"3130","YJL172W",864.688602087325,0.0309800482195886,0.0481137749484136,0.643891447985625,0.519645827783609,0.655115685374958
"3131","YJL173C",1451.26912666603,-0.00901645911630467,0.0296027021359101,-0.304582300457196,0.760684302073231,0.846764198494802
"3132","YJL174W",3809.94313655,0.0350416107249794,0.0303118942675502,1.15603500116759,0.247666840642301,0.385583752010022
"3133","YJL176C",1221.01480911074,-0.050922966700248,0.0375068053153586,-1.35769939007297,0.174559090422327,0.295756041140798
"3134","YJL177W",17201.3639579627,0.134835055479061,0.0211023720942968,6.38956866443945,1.66354326567373e-10,2.46804369743398e-09
"3135","YJL178C",2816.49570304201,0.0693351764403365,0.0399908007372289,1.73377814802767,0.0829574543200515,0.169114912152464
"3136","YJL179W",1111.52520575532,0.0620771858875174,0.038515714811855,1.61173656495167,0.107019277280507,0.205444582294549
"3137","YJL180C",665.267303384082,0.0603065521200755,0.0515395448123832,1.17010253659799,0.241959707812871,0.378940605437464
"3138","YJL181W",448.288649992745,0.112753183301451,0.064729215066167,1.74192106587718,0.0815222572450597,0.167242065948009
"3139","YJL183W",1947.43934273077,0.117984925322794,0.0322621315189863,3.65707161206506,0.000255113125011537,0.00131393629833178
"3140","YJL184W",731.644027697479,0.0786496766601494,0.0442713201208037,1.77653786798173,0.0756443061325473,0.158206232865529
"3141","YJL185C",270.62870283222,-0.0728709982188494,0.0892468110848694,-0.8165109468119,0.414207965181539,0.559013093188124
"3142","YJL186W",2200.28294230521,0.0396798499124603,0.0305051765397569,1.3007579176192,0.193341330576541,0.319962729676694
"3143","YJL187C",1231.65589335459,0.0106533409815151,0.0387597399861425,0.27485584230761,0.783426993661345,0.863924834882156
"3144","YJL189W",25549.4727756328,-0.00182385232410939,0.0717550814765677,-0.0254177444520774,0.979721757654161,0.986887793725411
"3145","YJL190C",33381.8086137151,0.234911331398619,0.0370313498505512,6.34358003007342,2.24486269763429e-10,3.23945448508273e-09
"3146","YJL191W",3551.96204158154,0.196186820594463,0.0369378740595439,5.31126453780771,1.08867165185282e-07,1.07930123857396e-06
"3147","YJL192C",2569.4506145652,0.12423782288501,0.0314878275645002,3.94558254711347,7.96062007247167e-05,0.000465872668152918
"3148","YJL193W",621.495814484135,0.0999494193944055,0.0438130313484334,2.28127149202561,0.0225323865640273,0.0609940422969352
"3149","YJL194W",486.275983927067,-0.107589223752368,0.0716480696952377,-1.50163464570657,0.133191490658013,0.24274110854963
"3150","YJL196C",3766.61827293899,-0.147045849658716,0.0399920316836757,-3.67687870478304,0.000236105236801838,0.00122801861669921
"3151","YJL197W",1092.44046258688,-0.0485138602084771,0.0400894469858319,-1.21014041988712,0.226225015502827,0.359722759339962
"3152","YJL198W",2690.4821228011,0.029681601183886,0.0470818109485017,0.630426072955263,0.528415856621763,0.663136777277906
"3153","YJL199C",183.656966828266,-0.216478563905795,0.081181544275556,-2.66659825010224,0.0076623206258579,0.0250556658383189
"3154","YJL200C",1822.2729134841,0.0762336583778779,0.0379399976584849,2.00932164161136,0.0445030342269041,0.104185780424035
"3155","YJL201W",854.92601984725,-0.0286154142020139,0.0378048032201564,-0.756925357748114,0.449094582380993,0.592341074200207
"3156","YJL203W",539.708788015456,-0.0304487643970046,0.0589891276309823,-0.516175872060402,0.605731580351049,0.729249251524876
"3157","YJL204C",572.417001283411,0.011655092719138,0.0479886630803026,0.242871794524361,0.808104716161767,0.880974595918911
"3158","YJL205C",369.304335045089,-0.0154627774718012,0.0837592263662932,-0.18460984111983,0.853535066527072,0.911156899696375
"3159","YJL206C",383.084359179365,-0.0441514053524217,0.0534981303779459,-0.82528875384069,0.409207675106554,0.554801682640473
"3160","YJL207C",891.37337944759,-0.0671679550846386,0.0607781874757278,-1.105132579208,0.269102145553981,0.408913910310499
"3161","YJL208C",1272.9076693058,0.0104384575553563,0.0366275472783002,0.284989258932458,0.775652370988039,0.858598247459239
"3162","YJL209W",814.281918761091,-0.0145969923386188,0.0445811088881282,-0.327425510550858,0.743346074253955,0.833763700495539
"3163","YJL210W",908.225643942999,-0.165153325956558,0.0498268524758631,-3.31454462303356,0.000917925275398086,0.00408935064672776
"3164","YJL212C",1578.52861984208,0.0280692006461473,0.0673492614982186,0.416770726534095,0.676846116223889,0.782618019906047
"3165","YJL213W",552.860470029306,0.0271238931222797,0.052922814518308,0.512517963550418,0.608288551466865,0.730474419212204
"3166","YJL214W",149.085691143164,-0.184458788001569,0.0870341819748145,-2.11938325628139,0.0340580906723454,0.0843717048951646
"3167","YJL216C",144.685378033502,-0.00454329841302725,0.0843296416996312,-0.0538754620731077,0.957034386694343,0.975042270779778
"3168","YJL217W",2847.39468601617,0.256573620399878,0.0780227652164576,3.28844561825089,0.00100742244868212,0.00441968228005626
"3169","YJL218W",224.812902579882,1.04841045919635,0.0747320993882596,14.0289175304642,1.03722659455771e-44,9.25469081200436e-43
"3170","YJL219W",52.5412073544964,5.73279241815831,0.42797481918192,13.3951628956036,6.45342954330036e-41,5.04721927861824e-39
"3171","YJL221C",68.3902192837106,0.850221762971759,0.154123180410342,5.51650803408096,3.45801688272578e-08,3.6149400911003e-07
"3172","YJL222W",667.343304456909,-0.435512048080493,0.0570335641527962,-7.63606578950128,2.23959913485049e-14,4.99572553495699e-13
"3173","YJL223C",2.38012582584599,4.74866904624963,1.1088308087176,4.28259118425976,1.8472939012243e-05,0.00012139633676614
"3174","YJL225C",796.336644346835,9.09166617264971,0.342006246942021,26.5833336494318,1.05800972913209e-155,5.15576279542446e-153
"3175","YJR001W",2900.48369626835,-0.218829002043373,0.0331097440045439,-6.60920247566219,3.86395942128336e-11,6.16578915209826e-10
"3176","YJR002W",3632.17478841253,-0.0865367639357626,0.0267077581013386,-3.24013582897568,0.00119472773405901,0.00513822144960205
"3177","YJR003C",1554.54619078688,0.0596354863519508,0.0290524776697242,2.05268160016856,0.0401034677049804,0.0959423972473757
"3178","YJR004C",14956.0867663487,-0.142864051886418,0.0323658584852536,-4.41403560951455,1.01461258695525e-05,7.08662705442282e-05
"3179","YJR005C.A",43.8288583488785,-2.02722900836991,0.308614177185808,-6.56881361334664,5.0717720323691e-11,7.95289005570749e-10
"3180","YJR005W",1410.12653815169,-0.0322079841215554,0.0394772331266681,-0.815862246936397,0.414578926772687,0.559394568925447
"3181","YJR006W",932.376950459533,-0.0455159881985939,0.0414648642949592,-1.09770016066656,0.272335439593213,0.412935617477981
"3182","YJR007W",5265.96527895163,-0.0488154014678753,0.0508143144812873,-0.960662403226001,0.336721940888251,0.482433257097557
